train loss: 1.7066, acc: 0.3868
validation loss: 1.4223, acc: 0.4921
train loss: 1.2481, acc: 0.5540
validation loss: 1.4018, acc: 0.4949
train loss: 1.2484, acc: 0.5558
validation loss: 1.3628, acc: 0.5007
train loss: 1.2453, acc: 0.5561
validation loss: 1.3807, acc: 0.5049
train loss: 1.2488, acc: 0.5527
validation loss: 1.3985, acc: 0.5014
train loss: 1.2456, acc: 0.5534
validation loss: 1.4639, acc: 0.4776
train loss: 1.2462, acc: 0.5553
validation loss: 1.3930, acc: 0.5002
train loss: 1.2450, acc: 0.5560
validation loss: 1.4398, acc: 0.4975
train loss: 1.2457, acc: 0.5525
validation loss: 1.4016, acc: 0.5030
train loss: 1.2408, acc: 0.5548
validation loss: 1.4025, acc: 0.5020
train loss: 1.2432, acc: 0.5569
validation loss: 1.5036, acc: 0.4824
train loss: 1.2421, acc: 0.5543
validation loss: 1.4187, acc: 0.4898
train loss: 1.2410, acc: 0.5561
validation loss: 1.4316, acc: 0.4928
train loss: 1.2457, acc: 0.5528
validation loss: 1.4493, acc: 0.4801
train loss: 1.2411, acc: 0.5561
validation loss: 1.4409, acc: 0.4829
train loss: 1.2427, acc: 0.5561
validation loss: 1.4682, acc: 0.4725
train loss: 1.6459, acc: 0.4071
validation loss: 1.5157, acc: 0.4497
train loss: 1.5129, acc: 0.4594
validation loss: 1.5747, acc: 0.4271
train loss: 1.4669, acc: 0.4730
validation loss: 1.5173, acc: 0.4518
train loss: 1.4405, acc: 0.4840
validation loss: 1.4901, acc: 0.4607
train loss: 1.4121, acc: 0.4931
validation loss: 1.4618, acc: 0.4683
train loss: 1.3959, acc: 0.4986
validation loss: 1.4731, acc: 0.4740
train loss: 1.3816, acc: 0.5034
validation loss: 1.4404, acc: 0.4694
train loss: 1.3677, acc: 0.5086
validation loss: 1.4573, acc: 0.4762
train loss: 1.3567, acc: 0.5143
validation loss: 1.4878, acc: 0.4582
train loss: 1.3455, acc: 0.5181
validation loss: 1.4219, acc: 0.4879
train loss: 1.3439, acc: 0.5172
validation loss: 1.4194, acc: 0.4820
train loss: 1.3335, acc: 0.5200
validation loss: 1.4173, acc: 0.4889
train loss: 1.3236, acc: 0.5242
validation loss: 1.3961, acc: 0.4902
train loss: 1.3201, acc: 0.5257
validation loss: 1.3916, acc: 0.4997
train loss: 1.3122, acc: 0.5300
validation loss: 1.4169, acc: 0.4843
train loss: 1.3070, acc: 0.5295
validation loss: 1.4453, acc: 0.4775
train loss: 1.3025, acc: 0.5320
validation loss: 1.3992, acc: 0.5014
train loss: 1.3025, acc: 0.5333
validation loss: 1.4374, acc: 0.4894
train loss: 1.2964, acc: 0.5353
validation loss: 1.4445, acc: 0.4797
train loss: 1.2899, acc: 0.5372
validation loss: 1.4146, acc: 0.4945
train loss: 1.2836, acc: 0.5402
validation loss: 1.4335, acc: 0.4834
train loss: 1.2786, acc: 0.5410
validation loss: 1.3789, acc: 0.5005
train loss: 1.2804, acc: 0.5406
validation loss: 1.3855, acc: 0.5040
train loss: 1.2701, acc: 0.5446
validation loss: 1.4095, acc: 0.4957
train loss: 1.2655, acc: 0.5484
validation loss: 1.3941, acc: 0.4952
train loss: 1.2662, acc: 0.5454
validation loss: 1.3851, acc: 0.4998
train loss: 1.2619, acc: 0.5466
validation loss: 1.4016, acc: 0.5010
train loss: 1.2580, acc: 0.5487
validation loss: 1.3783, acc: 0.5066
train loss: 1.2501, acc: 0.5523
validation loss: 1.4295, acc: 0.4767
train loss: 1.2535, acc: 0.5502
validation loss: 1.4035, acc: 0.4930
train loss: 1.2511, acc: 0.5498
validation loss: 1.4841, acc: 0.4628
train loss: 1.2519, acc: 0.5512
validation loss: 1.4226, acc: 0.4902
train loss: 1.2448, acc: 0.5545
validation loss: 1.3985, acc: 0.4997
train loss: 1.2433, acc: 0.5544
validation loss: 1.4039, acc: 0.5033
train loss: 1.2391, acc: 0.5545
validation loss: 1.4170, acc: 0.4974
train loss: 1.2423, acc: 0.5565
validation loss: 1.3932, acc: 0.5036
train loss: 1.2375, acc: 0.5555
validation loss: 1.3931, acc: 0.5124
train loss: 1.2370, acc: 0.5557
validation loss: 1.4825, acc: 0.4676
train loss: 1.2336, acc: 0.5594
validation loss: 1.3879, acc: 0.5053
train loss: 1.2325, acc: 0.5587
validation loss: 1.3921, acc: 0.5045
train loss: 1.2321, acc: 0.5558
validation loss: 1.4242, acc: 0.4932
train loss: 1.2278, acc: 0.5604
validation loss: 1.4180, acc: 0.4961
train loss: 1.2281, acc: 0.5619
validation loss: 1.4373, acc: 0.4898
train loss: 1.2208, acc: 0.5601
validation loss: 1.4064, acc: 0.5045
train loss: 1.2180, acc: 0.5629
validation loss: 1.4011, acc: 0.4989
train loss: 1.2200, acc: 0.5644
validation loss: 1.4232, acc: 0.4966
train loss: 1.2162, acc: 0.5648
validation loss: 1.4382, acc: 0.4937
train loss: 1.2143, acc: 0.5656
validation loss: 1.4563, acc: 0.4899
train loss: 1.2151, acc: 0.5668
validation loss: 1.4178, acc: 0.5024
train loss: 1.2119, acc: 0.5660
validation loss: 1.4365, acc: 0.4852
train loss: 1.2098, acc: 0.5637
validation loss: 1.4197, acc: 0.4975
train loss: 1.2111, acc: 0.5657
validation loss: 1.4079, acc: 0.5003
train loss: 1.2107, acc: 0.5664
validation loss: 1.3862, acc: 0.5044
train loss: 1.2072, acc: 0.5681
validation loss: 1.3937, acc: 0.5032
train loss: 1.2058, acc: 0.5688
validation loss: 1.4093, acc: 0.5010
train loss: 1.2037, acc: 0.5694
validation loss: 1.4134, acc: 0.5001
train loss: 1.2025, acc: 0.5700
validation loss: 1.4100, acc: 0.5021
train loss: 1.2022, acc: 0.5697
validation loss: 1.4164, acc: 0.4998
train loss: 1.2018, acc: 0.5679
validation loss: 1.3686, acc: 0.5099
train loss: 1.1980, acc: 0.5704
validation loss: 1.4408, acc: 0.4921
train loss: 1.1969, acc: 0.5709
validation loss: 1.3941, acc: 0.5076
train loss: 1.1979, acc: 0.5698
validation loss: 1.4014, acc: 0.5018
train loss: 1.1976, acc: 0.5723
validation loss: 1.3954, acc: 0.5041
train loss: 1.1944, acc: 0.5733
validation loss: 1.4644, acc: 0.4876
train loss: 1.1900, acc: 0.5749
validation loss: 1.4149, acc: 0.5003
train loss: 1.1922, acc: 0.5753
validation loss: 1.3927, acc: 0.5074
train loss: 1.1905, acc: 0.5746
validation loss: 1.3857, acc: 0.4963
train loss: 1.1914, acc: 0.5744
validation loss: 1.3543, acc: 0.5167
train loss: 1.1934, acc: 0.5714
validation loss: 1.3814, acc: 0.5067
train loss: 1.1910, acc: 0.5745
validation loss: 1.3925, acc: 0.5053
train loss: 1.1888, acc: 0.5739
validation loss: 1.3917, acc: 0.5118
train loss: 1.1855, acc: 0.5766
validation loss: 1.3901, acc: 0.5043
train loss: 1.1865, acc: 0.5756
validation loss: 1.3782, acc: 0.5133
train loss: 1.1833, acc: 0.5770
validation loss: 1.3738, acc: 0.5116
train loss: 1.1858, acc: 0.5750
validation loss: 1.3708, acc: 0.5083
train loss: 1.1812, acc: 0.5771
validation loss: 1.3971, acc: 0.5070
train loss: 1.1829, acc: 0.5782
validation loss: 1.4126, acc: 0.5052
train loss: 1.1805, acc: 0.5755
validation loss: 1.4252, acc: 0.5028
train loss: 1.1787, acc: 0.5778
validation loss: 1.3930, acc: 0.5043
train loss: 1.1791, acc: 0.5787
validation loss: 1.3937, acc: 0.5053
train loss: 1.1751, acc: 0.5770
validation loss: 1.4076, acc: 0.5047
train loss: 1.1757, acc: 0.5792
validation loss: 1.4233, acc: 0.5006
train loss: 1.1740, acc: 0.5805
validation loss: 1.4212, acc: 0.5001
train loss: 1.1725, acc: 0.5803
validation loss: 1.3895, acc: 0.5111
train loss: 1.1744, acc: 0.5790
validation loss: 1.3810, acc: 0.5101
train loss: 1.1740, acc: 0.5807
validation loss: 1.3985, acc: 0.5064
train loss: 1.1674, acc: 0.5819
validation loss: 1.4013, acc: 0.5039
train loss: 1.1710, acc: 0.5828
validation loss: 1.3947, acc: 0.5091
train loss: 1.1672, acc: 0.5813
validation loss: 1.4181, acc: 0.5002
train loss: 1.1676, acc: 0.5807
validation loss: 1.4320, acc: 0.4979
train loss: 1.1710, acc: 0.5787
validation loss: 1.4034, acc: 0.5048
train loss: 1.1692, acc: 0.5822
validation loss: 1.4322, acc: 0.4972
train loss: 1.1648, acc: 0.5826
validation loss: 1.3905, acc: 0.5164
train loss: 1.1683, acc: 0.5812
validation loss: 1.4301, acc: 0.4953
train loss: 1.1679, acc: 0.5823
validation loss: 1.4302, acc: 0.4995
train loss: 1.1699, acc: 0.5814
validation loss: 1.4160, acc: 0.4995
train loss: 1.1639, acc: 0.5843
validation loss: 1.3756, acc: 0.5099
train loss: 1.1661, acc: 0.5845
validation loss: 1.4242, acc: 0.5053
train loss: 1.1630, acc: 0.5824
validation loss: 1.4446, acc: 0.5001
train loss: 1.1620, acc: 0.5842
validation loss: 1.3761, acc: 0.5141
